X,Y,Z,Name,id,alt_name,latitude,longitude,name2
106.821325,-6.2158963,0,DKI JAKARTA,31,DKI JAKARTA,-6.2158963,106.821325,DKI JAKARTA
107.64047,-6.88917,0,JAWA BARAT,32,JAWA BARAT,-6.88917,107.64047,JAWA BARAT
110.00441,-7.30324,0,JAWA TENGAH,33,JAWA TENGAH,-7.30324,110.00441,JAWA TENGAH
110.3697113,-7.914558,0,DI YOGYAKARTA,34,DI YOGYAKARTA,-7.914558,110.3697113,DI YOGYAKARTA
112.6177432,-7.3827909,0,JAWA TIMUR,35,JAWA TIMUR,-7.3827909,112.6177432,JAWA TIMUR
106.13756,-6.44538,0,BANTEN,36,BANTEN,-6.44538,106.13756,BANTEN
115.12239,-8.23566,0,BALI,51,BALI,-8.23566,115.12239,BALI
