X,Y,Z,Name,id,province_id,alt_name,latitude,longitude,name2
105.75,-6.63333,0,KABUPATEN PANDEGLANG,3601,36,KABUPATEN PANDEGLANG,-6.63333,105.75,KABUPATEN PANDEGLANG
106.21667,-6.65,0,KABUPATEN LEBAK,3602,36,KABUPATEN LEBAK,-6.65,106.21667,KABUPATEN LEBAK
106.46667,-6.2,0,KABUPATEN TANGERANG,3603,36,KABUPATEN TANGERANG,-6.2,106.46667,KABUPATEN TANGERANG
106.0,-6.15,0,KABUPATEN SERANG,3604,36,KABUPATEN SERANG,-6.15,106,KABUPATEN SERANG
106.62991,-6.17944,0,KOTA TANGERANG,3671,36,KOTA TANGERANG,-6.17944,106.62991,KOTA TANGERANG
106.01667,-6.01667,0,KOTA CILEGON,3672,36,KOTA CILEGON,-6.01667,106.01667,KOTA CILEGON
106.14999,-6.12563,0,KOTA SERANG,3673,36,KOTA SERANG,-6.12563,106.14999,KOTA SERANG
106.71244,-6.29373,0,KOTA TANGERANG SELATAN,3674,36,KOTA TANGERANG SELATAN,-6.29373,106.71244,KOTA TANGERANG SELATAN
